District/Town,Province,Country,Lat,Long
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Betsoana,Vakinankaratra,Madagascar,,
Betsoana,Vakinankaratra,Madagascar,,
Betsoana,Vakinankaratra,Madagascar,,
Betsoana,Vakinankaratra,Madagascar,,
Betsoana,Vakinankaratra,Madagascar,,
Betsoana,Vakinankaratra,Madagascar,,
Sahanivotry,Vakinankaratra,Madagascar,,
Sahanivotry,Vakinankaratra,Madagascar,,
Sahanivotry,Vakinankaratra,Madagascar,,
Sahanivotry,Vakinankaratra,Madagascar,,
Bagura Sadar,Rajshahi,Bangladesh,NA,NA
Bagura Sadar,Rajshahi,Bangladesh,NA,NA
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Mandoto,Vakinankaratra,Madagascar,,
Mandoto,Vakinankaratra,Madagascar,,
Morafeno,Sofia,Madagascar,,
Morafeno,Sofia,Madagascar,,
Morafeno,Sofia,Madagascar,,
Morafeno,Sofia,Madagascar,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
"BRRI R/S, Comilla",Chittagong,Bangladesh,,
"BRRI R/S, Comilla",Chittagong,Bangladesh,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Lukenge,Morogoro Region,Tanzania,,
Bagre,Boulgou,Burkina Faso,11.5,-0.5236111
Bagre,Boulgou,Burkina Faso,11.5,-0.5236111
NA,NA,Philippines,,
NA,NA,Philippines,,
Niono,S?©gou,Mali,,
Niono,S?©gou,Mali,,
Yunnan,Yunnan,China,,
Yunnan,Yunnan,China,,
Yunnan,Yunnan,China,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
NA,NA,Japan,,
NA,NA,Japan,,
NA,NA,Japan,,
Goalanda,Dhaka,Bangladesh,,
Goalanda,Dhaka,Bangladesh,,
NA,NA,Korea,,
NA,NA,Korea,,
Bagre,Boulgou,Burkina Faso,11.5,-0.5236111
Bagre,Boulgou,Burkina Faso,11.5,-0.5236111
Niono,S?©gou,Mali,,
Niono,S?©gou,Mali,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Goalanda,Dhaka,Bangladesh,,
Goalanda,Dhaka,Bangladesh,,
Antsirabe,Vakinankaratra,Madagascar,-19.871403,47.034667
Antsirabe,Vakinankaratra,Madagascar,-19.871403,47.034667
Antsirabe,Vakinankaratra,Madagascar,-19.871403,47.034667
DAKAWA,Morogoro Region,Tanzania,,
DAKAWA,Morogoro Region,Tanzania,,
DAKAWA,Morogoro Region,Tanzania,,
DAKAWA,Morogoro Region,Tanzania,,
DAKAWA,Morogoro Region,Tanzania,,
DAKAWA,Morogoro Region,Tanzania,,
Goalanda,Dhaka,Bangladesh,,
Goalanda,Dhaka,Bangladesh,,
Rajbari Sadar,Dhaka,Bangladesh,,
Rajbari Sadar,Dhaka,Bangladesh,,
Madhukhali,Dhaka,Bangladesh,,
Madhukhali,Dhaka,Bangladesh,,
Madhukhali,Dhaka,Bangladesh,,
Madhukhali,Dhaka,Bangladesh,,
Pakundia,Dhaka,Bangladesh,,
Pakundia,Dhaka,Bangladesh,,
Pakundia,Dhaka,Bangladesh,,
Pakundia,Dhaka,Bangladesh,,
Kishoregonj sadar,Dhaka,Bangladesh,,
Kishoregonj sadar,Dhaka,Bangladesh,,
Mymensingh Sadar,Mymensingh,Bangladesh,,
Mymensingh Sadar,Mymensingh,Bangladesh,,
Mymensingh Sadar,Mymensingh,Bangladesh,,
Mymensingh Sadar,Mymensingh,Bangladesh,,
BAU campus,Mymensingh,Bangladesh,,
BAU campus,Mymensingh,Bangladesh,,
BAU campus,Mymensingh,Bangladesh,,
BAU campus,Mymensingh,Bangladesh,,
Mawab,Compostela Valley,Philippines,,
Mawab,Compostela Valley,Philippines,,
Buenavista,Agusan del Norte,Philippines,,
Buenavista,Agusan del Norte,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
NA,NA,Vietnam,,
NA,NA,Vietnam,,
NA,NA,Vietnam,,
NA,NA,Vietnam,,
NA,NA,Indonesia,,
NA,NA,Indonesia,,
NA,NA,Indonesia,,
NA,NA,Indonesia,,
NA,NA,Indonesia,,
NA,NA,Indonesia,,
NA,NA,Vietnam,,
NA,NA,Vietnam,,
NA,NA,Vietnam,,
NA,NA,Vietnam,,
NA,NA,India,,
NA,NA,India,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Ulanga,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Kilombero,Morogoro Region,Tanzania,,
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Mvomero,Morogoro Region,Tanzania,-6.6008742,37.61178202
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
Bagamoyo,Pwani Region,Tanzania,-6.4422075,38.9062189
